jobTitle,jobSkills,employer,city,state,geoCode
C# Developer,JavaScript|SQL|C#|Software engineering|Bootstrap,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
C# Developer,Distributed computing|Java|Marketing|C++,Acme Inc,San Jose,CA,"37.3382082,-121.8863286"
C++ Developer,Unix|C|Data structure,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
C++ Developer,C++|Data structure|STL,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
C++ Developer,Unix|C|Linux|Data structure|Multithreading|STL,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
.Net Application Developer,Programming|ASP.NET|Customer service|ADO|C#|Security|Database design,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,C#|Scrum|Agile,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
Full Stack Web Developer,JavaScript|C#|CSS|Web development|Web browsers,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
Interface Developer,Project management|Change management|SQL|Writing|QA,Big Data Services,Austin,TX,"30.267153,-97.7430608"
PHP Developer,JavaScript|PHP|Database design,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,Web development|DHTML|CSS|Architecture|HTML|Adobe Flash,Python code ninjas,Chicago,IL,"41.8781136,-87.6297982"
JavaScript Developer,JavaScript|Microsoft IIS|iOS|HTML|OOD|CSS|ASP|PHP,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,Web development|QA|ASP|.NET|ASP.NET|Project management|XML,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Frontend Developer,Web development|GUI|UI|Microsoft Windows|HTML|Web browsers|PostgreSQL|Agile|Ruby|iOS|TDD,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
JavaScript Developer,CSS|Visual Basic|JavaScript|Java|Ajax|Microsoft IIS|Android|C#,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
JavaScript Developer,ASP.NET|CSS|Ajax|.NET|OOD|Visual Basic|iOS|Android,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
SharePoint Developer,Security|Visual Basic|jQuery|ASP|Database design|Microsoft Windows|.NET|Architecture|API|Business requirements|Scrum|TDD|Agile|Microsoft PowerPoint,IT Services and Networking Corp.,San Jose,CA,"37.3382082,-121.8863286"
Fullstack Python Developer,Python|Cloud|Software deployment|Python|Amazon Web Services|Python|PostgreSQL,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,C#|AngularJS|API|JavaScript|Visual Basic|Web design,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Lead Developer,QA|SOAP|JavaScript|Microsoft SQL Server|AngularJS|TDD,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
JavaScript Developer,.NET|Microsoft IIS|Android|Ajax|Java|Visual Basic|PHP|ASP,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
Lead Engineer,NoSQL|Security|QA|AngularJS|Agile,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Drupal Developer,MySQL|Architecture|MySQL,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Salesforce Developer,Salesforce.com|SOAP|Apache Subversion|Java|Programming,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
Salesforce Developer,Architecture|Java|Software|Programming,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
Application Developer,Software engineering|Unix|SQL|Programming,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,.NET|ASP|iOS|Visual Basic|AngularJS|jQuery|Java|ASP.NET|Scrum,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
Application Developer,Middleware|Business requirements|Microsoft Office|QA|Programming|XML|Customer service|QA|JavaScript,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
JavaScript Developer,Accounting|Linux|JavaScript|Unix|Research|Hardware,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
PHP Developer,PHP|Database design|Android|jQuery|Scrum|Consulting,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
C++ Developer,UI|Linux|Networking|C#|DSP|Software engineering,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
C++ Developer,Aerospace|UI|DSP|Microsoft Windows|Architecture|IBM,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
C++ Developer,Architecture|Aerospace|DSP|UI|Programming|Networking,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,Microsoft Windows Azure|Software architecture|Leadership|Software engineering|MVC|JavaScript,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Web Developer,Web development|HTML|Project management,SocialMedia.com,Chicago,IL,"41.8781136,-87.6297982"
Dynamics CRM Developer,Modeling|ERP|Supervision|QA|Customer service,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
ASP.NET Developer,Ajax|ERP|.NET|Programming|SQL|VMware|Microsoft SQL Server|JavaScript|Customer service,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
JavaScript Developer,Microsoft IIS|Mobile development|ASP|Ajax|PHP|.NET|C#,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
C# Developer,iOS|CSS|ASP.NET|Scrum|C#|.NET|Agile|Microsoft SQL Server|Database design,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
Application Developer,Business requirements|Data modeling|Linux administration|Software architecture|Consulting|Telecommunications|Modeling|IT,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
Frontend Web Developer,Ember.js|Meteor|UX|UI|JavaScript|Node.js|AngularJS|Ember.js,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
Python Developer,SQL|Telecommunications|Java|Software|Data warehouse,Acme Inc,New York,NY,"40.7127837,-74.0059413"
C++ Developer,Linux|Programming|C++|Software engineering|IBM|Aerospace,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
Salesforce Developer,Microsoft Exchange|CSS|HTML|QA|IDE|Apache Subversion|Programming|C#,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Software Development Manager,Project management|IDE|C++|SDLC|Lifecycle management|Development management|Revision control,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,Business requirements|AngularJS|Programming|JavaScript|QA,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,Agile|Algorithms|SQL|.NET,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
Frontend Developer,Software|Software|JavaScript|Computer|UI|Programming,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,QA|Programming|Linux|Application server|Middleware|J2EE,Acme Inc,Austin,TX,"30.267153,-97.7430608"
C# Developer,.NET|SQL|.NET|ASP.NET|SQL|ASP.NET MVC|Stored procedures|Visual Basic .NET|C#|C#,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Salesforce Developer,Salesforce.com|Java|APEX|Apex|Salesforce.com,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,Microsoft SQL Server|Software|C#|SQL,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,.NET|Visual Basic|Analytical skill|C#|Microsoft SQL Server|Database design|Software|Computer,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,Scrum|XML|Architecture|Web development|TDD|MySQL|MongoDB|OOP|NoSQL,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
C# Developer,.NET|CSS|MVC|Web services|C#|Microsoft SQL Server|RDBMS|HTML|JavaScript|Ajax|RESTful|Software engineering,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Backend Developer,PostgreSQL|Git|C#|HTML|Revision control|JavaScript|CSS,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,XML|C#|QA|Microsoft SQL Server|ASP.NET|ASP|Microsoft IIS|JavaScript|HTTP,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
Salesforce Developer,APEX|JavaScript|JavaScript|Salesforce.com,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,CSS|Java|OOD|IBM WebSphere,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,iOS|Android|Citrix|Linux|Networking,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,C#|SQL|Programming|Security|Software engineering|Electronic commerce,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
Ruby on Rails Developer,Software engineering|QA|Ruby|JavaScript|Ajax,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
C# Developer,EDI|Software architecture|.NET|C#|Mentorship|HIPAA,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Web Developer,Microsoft Excel|JavaScript|CSS,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
Python Developer,JavaScript|Java|Agile|SQL|MongoDB|CSS|Python|AngularJS,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
Salesforce Developer,CRM|Agile|Informatica|QA|Salesforce.com,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
SharePoint Developer,SDLC|Architecture|ADO|ASP,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,HTTP|Business intelligence|Programming|Security|Programming|Research,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,Database design|ASP|Ajax|SQL|C#|ASP.NET,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,CSS|jQuery|Agile,Acme Inc,San Jose,CA,"37.3382082,-121.8863286"
C# Developer,SQL|ASP|ASP.NET|Database design|API|jQuery,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
C# Developer,QA|HTML|CSS|Business requirements|jQuery|SQL|Microsoft SQL Server,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,AngularJS|Programming|IDE|SQL,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
ETL Developer,Telecommunications|QA|QA|QA|Data warehouse|Database,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
Mobile Developer,IDE|HTTP|Microsoft Windows|Android,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
WordPress Developer,jQuery|MySQL|JavaScript|Agile,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
SQL Server Developer,IT|IT|Software,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
C# Developer,ASP|jQuery|Business requirements|.NET|HTML|C#|Business analysis,IT Services and Networking Corp.,San Jose,CA,"37.3382082,-121.8863286"
Lead .Net Developer,AngularJS|ASP|HTML|.NET|Ajax|API,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
JavaScript Developer,CSS|API|Git|jQuery,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
JavaScript Developer,JavaScript|HTTP|CSS|jQuery,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Unix|J2EE|Linux|SOAP,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,Ajax|C#|ASP.NET|API|SQL|Microsoft SQL Server,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
C# Developer,jQuery|JavaScript|ASP.NET|UX|Recruitment|Microsoft SQL Server|Web development|CSS|HTTP,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
ETL Developer,Capacity planning|Modeling|IBM|Data architecture|Project management|Automotive|Data warehouse,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
Frontend Developer,UI|Software development|UI|Software development|UI|Software development|Software engineering,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,jQuery|ASP.NET|CSS|Web browsers|ASP|JavaScript|Microsoft SQL Server|HTTP|.NET,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
Python Developer,Ruby|PHP|NoSQL|Software engineering|MySQL,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Web Developer,Oracle|QA|CSS|HTML|Database design|Hardware|jQuery|MySQL|Ajax|Shell scripting|Linux administration|SQL|Programming,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,Business analysis|QA|ASP.NET|C#|Microsoft SQL Server|CSS|.NET,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
JavaScript Developer,JavaScript|jQuery|QA|Git,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Java Developer,Java|SQL|JDBC|Oracle|Linux|TIBCO|Programming,Python code ninjas,Des Moines,IA,"41.6005448,-93.6091064"
Fullstack Java Developer,Git|Agile|Software engineering|Microsoft Outlook|IBM|Shell scripting|Jenkins|Programming|Oracle|Microsoft Office|OOD,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
Mobile Developer,Android|C++|Verification and validation|DNS|TCP/IP|iOS,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
Lead Developer,Research|MongoDB|Git|C#|Programming,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
Sitecore Developer,SQL|CSS|Modeling|Scrum|JavaScript|Content management|XML|Python|ASP|Architecture|ASP.NET,Python code ninjas,Des Moines,IA,"41.6005448,-93.6091064"
Lead Web Developer,UX|QA|Python|Content management|Windows PowerShell,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,Java|MVC|ASP.NET|SQL|SQL|Webforms|Applicant tracking system|Infrastructure,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Java Web Developer,JavaScript|SQL|jQuery|Adobe|Revision control|MySQL|JSP|Web development|HTML|Adobe Dreamweaver|OOP,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Frontend Developer,Video|Agile|UI|CSS|JavaScript|Database design|QA,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
Salesforce Developer,Software|Telecommunications|QA|IT management|QA|Consulting|Informatica,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
Fullstack Developer,Bash|PostgreSQL|JavaScript|Git|Varnish|Django|Python|Django|Memcached,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
PHP Developer,HTML|QA|XML|IT|Microsoft Windows|Java|Software,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,CSS|PHP|Git|HTML|QA|Web development,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Oracle Developer,Supply chain management|SCM|Oracle EBS|Functional analysis,Roll the Dice Inc.,Chicago,IL,"41.8781136,-87.6297982"
Fullstack .Net Developer,CSS|HTML|QA|Web design|Microsoft SQL Server,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Fullstack Developer,Django|Git|PostgreSQL|Linux|Django|Linux|Bash|Memcached|PostgreSQL,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Fullstack Developer,OOP|MongoDB|C#|AngularJS|Electronic commerce,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Java|JDBC|SQL|Java,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Lead Developer,Git|QA|Linux administration|Bash|Python,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Data Warehouse Developer,Business intelligence|System testing|Computer|PL/SQL|MySQL|Software architecture|Microsoft Excel|Analytical skill,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,.NET|ASP.NET|jQuery|Architecture|C#|Database design,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Dynamics CRM Developer,Recruitment|SQL|Microsoft SQL Server|HTTP|QA|Test plans,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
Java UI Developer,Java|Python|JavaScript,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Java|C#|MongoDB|AngularJS|C++,Big Data Services,Austin,TX,"30.267153,-97.7430608"
Fullstack Java Developer,SQL|Linux administration|Architecture|MySQL|OOP|Unix,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
Ruby on Rails Developer,jQuery|SQL|Architecture|JavaScript|Linux administration|Ruby|Project management|TDD|HTML,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,API|Database design|ASP.NET|ASP|jQuery|Microsoft SQL Server,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,Software engineering|C#|Programming,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
ColdFusion Developer,DOM|C#|Electronic commerce|Business requirements|jQuery|Project management|Web browsers|Research|Security|Microsoft IIS|Web development,Roll the Dice Inc.,Chicago,IL,"41.8781136,-87.6297982"
JavaScript Developer,JavaScript|jQuery|API|HTTP,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,Web browsers|Microsoft IIS|jQuery|UX|SQL|ASP.NET|JavaScript|Web development|HTTP,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Lead Developer,Crystal Reports|SQL|Programming|IBM Cognos|Programming|PeopleSoft|Research,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Fullstack .Net Developer,JavaScript|jQuery|HTML,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
Informatica Developer,COBOL|Scheduling|Programming,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
JavaScript Developer,Software architecture|JavaScript|QA|Algorithms|Software engineering|Python,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Web Developer,Agile|Database design|HTML|.NET,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
C# Developer,HTML|JavaScript|Software engineering|Agile,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
ColdFusion Developer,Serena|CSS|SQL|CSS|ColdFusion|Internet|Adobe CS|SQL|Web development|Serena|PVCS|ColdFusion|Design patterns|PVCS|OOP,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
Fullstack Developer,SQL|HTML|ASP|DHTML|CSS|.NET,Acme Inc,Austin,TX,"30.267153,-97.7430608"
C# Developer,C++|C#|Architecture|C#|Software engineering|Git|Web development|Git|Architecture|Business software|System integration|.NET,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
C# Developer,C++|API|Apache Subversion,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
NetSuite Developer,MySQL|HTML|CSS|Accounting|JavaScript|Database design,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
Lead Web Developer,LAMP|JavaScript|Electronic commerce|Web applications|JavaScript|Mentorship|Electronic commerce|WordPress,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
C# Developer,C#|C#|.NET|Visual Basic|C#,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,Wireless|Web development|Software engineering|Architecture|Microsoft SQL Server,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Frontend Web Developer,Programming|Graphics|iOS|CSS|Consulting|Web development|HTTP|Web design|JavaScript,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Java Lead Developer,VBA|Lifecycle management|Recruitment|Database design|Java|QA|Microsoft Windows,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Java Lead Developer,Leadership|Enterprise JavaBeans|RAD|Java|SOAP|J2EE,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
Embedded Engineer,Embedded software|RTOS|SOC|Engineering|RTOS|SOC|PowerPC|TCP/IP|PowerPC|MIPS architecture|TCP/IP,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
iOS Developer,Microsoft SQL Server|XML|Git|MySQL,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,Software|Graphics|HTML|Computer,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
PHP Developer,MySQL|JavaScript|MySQL,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Embedded Engineer,C++|ARM|Engineering|C|PowerPC|Engineering|MIPS architecture|MIPS architecture|TCP/IP|C|Embedded software,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
